UserName,RecommendedHotel,predicted_rating
Du,The Sea Luxury Nha Trang Apartment,10.639994
Du,HÀO PHÁT HOTEL NHA TRANG,10.587227
anh,"Căn hộ 38 m² 1 phòng ngủ, 1 phòng tắm riêng ở Biển Bãi Dài (BLISS Seafront Apartment near Cam Ranh Airport)",11.217149
anh,The Pool Villa Cam Ranh - All Private Pool Villas,11.1330385
anh,PANAMA Nha Trang Hotel,10.760744
anh,Nhà Rosemary Bãi Dài - Căn hộ hướng biển gần sân bay Cam Ranh (Rosemary Home at Bai Dai Beach Nha Trang - Seaview Condo near Int't Cam Ranh Airport),10.722346
anh,The Sea Luxury Nha Trang Apartment,10.704697
anh,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.550563
anh,Khách Sạn Boutique Em Ơi (Em Oi Boutique Hotel),10.508968
VIET,HANZ Panorama Grand Residencé,10.738657
VIET,HANZ Muong Thanh Vien Trieu Condo Hotel,10.542418
VIET,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.483494
VIET,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.823277
VIET,Panorama Center Ocean View,9.810203
Khai,HANZ Panorama Grand Residencé,12.208509
Khai,HANZ Muong Thanh Vien Trieu Condo Hotel,11.992604
Khai,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.067324
Khai,Panorama Center Ocean View,10.9825325
Khai,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.875101
Khai,InterContinental Residences Nha Trang,10.678268
Vũ,Panorama Center Ocean View,11.907013
Vũ,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),11.871548
Vũ,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.556107
Vũ,The Pool Villa Cam Ranh - All Private Pool Villas,11.147732
Hanh,HANZ Panorama Grand Residencé,10.975212
Hanh,HANZ Muong Thanh Vien Trieu Condo Hotel,10.759915
Hanh,The Sea Luxury Nha Trang Apartment,10.638364
Hanh,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.516205
Hanh,Khách sạn Long Hồ (Long Hồ Hotel),10.443117
Hanh,Panorama Center Ocean View,10.400186
NGOC,HANZ Panorama Grand Residencé,11.745646
NGOC,HANZ Muong Thanh Vien Trieu Condo Hotel,11.567553
NGOC,Khu biệt thự Casa Blanca (Casa Blanca Villas),10.6707325
NGOC,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.387489
NGOC,Oasis Nha Trang Hotel,10.333578
Lai,HANZ Panorama Grand Residencé,11.641973
Lai,HANZ Muong Thanh Vien Trieu Condo Hotel,11.449492
Lai,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.031369
Lai,Panorama Center Ocean View,10.640473
Lai,Lumina Villas Cam Ranh,10.523109
Lai,Nhà Rosemary Bãi Dài - Căn hộ hướng biển gần sân bay Cam Ranh (Rosemary Home at Bai Dai Beach Nha Trang - Seaview Condo near Int't Cam Ranh Airport),10.469377
Lai,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.201324
Ta,HANZ Panorama Grand Residencé,12.000715
Ta,HANZ Muong Thanh Vien Trieu Condo Hotel,11.784036
Ta,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.956227
Ta,Panorama Center Ocean View,10.941346
Ta,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.688977
Ta,HÀO PHÁT HOTEL NHA TRANG,10.653123
Xuan,HANZ Panorama Grand Residencé,11.57262
Xuan,HANZ Muong Thanh Vien Trieu Condo Hotel,11.353394
Xuan,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.169155
Xuan,Residence Inn Villa Cam Ranh,11.113362
Xuan,The Sea Luxury Nha Trang Apartment,10.966717
Xuan,Gold Coast Hotel Nha Trang,10.83511
Aksan,HANZ Panorama Grand Residencé,10.791442
Aksan,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
Aksan,Panorama Center Ocean View,10.596351
Aksan,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
Aksan,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
Chinh,HANZ Panorama Grand Residencé,11.463097
Chinh,HANZ Muong Thanh Vien Trieu Condo Hotel,11.243288
Chinh,Panorama Center Ocean View,11.071793
Chinh,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.810066
Chinh,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment sea view 28 floor Scenia Bay)",10.56349
Truc,HANZ Panorama Grand Residencé,12.005171
Truc,HANZ Muong Thanh Vien Trieu Condo Hotel,11.805486
Truc,Panorama Center Ocean View,10.932368
Truc,Gran Meliá Nha Trang,10.554218
Truc,Sep'on Heartfulness Centre,10.341559
Truc,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.294527
HA,Panorama Center Ocean View,11.923288
HA,HANZ Panorama Grand Residencé,11.035592
HA,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.992839
HA,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.852549
HA,HANZ Muong Thanh Vien Trieu Condo Hotel,10.7994
Maya,HANZ Panorama Grand Residencé,11.366319
Maya,HANZ Muong Thanh Vien Trieu Condo Hotel,11.163679
Maya,Panorama Center Ocean View,10.981706
Maya,HÀO PHÁT HOTEL NHA TRANG,10.381101
Maya,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.336751
JEREMY,HANZ Panorama Grand Residencé,8.633154
JEREMY,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),8.589069
JEREMY,Panorama Center Ocean View,8.477081
JEREMY,HANZ Muong Thanh Vien Trieu Condo Hotel,8.460875
JEREMY,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),8.422766
Swee,HANZ Panorama Grand Residencé,10.839665
Swee,Panorama Center Ocean View,10.73609
Swee,HANZ Muong Thanh Vien Trieu Condo Hotel,10.638357
Swee,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.073986
Swee,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen hotel)",10.060667
Swee,The Arena Cam Ranh Beach seaside,9.995966
VIKRAM,HANZ Panorama Grand Residencé,10.359786
VIKRAM,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.306883
VIKRAM,Panorama Center Ocean View,10.172499
VIKRAM,HANZ Muong Thanh Vien Trieu Condo Hotel,10.1530485
VIKRAM,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.107317
callum,HANZ Panorama Grand Residencé,10.791442
callum,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
callum,Panorama Center Ocean View,10.596351
callum,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
callum,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
Ankur,HANZ Panorama Grand Residencé,10.791442
Ankur,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
Ankur,Panorama Center Ocean View,10.596351
Ankur,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
Ankur,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
Hak,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.637304
Hak,HANZ Panorama Grand Residencé,10.5560875
Hak,HANZ Muong Thanh Vien Trieu Condo Hotel,10.34193
Hak,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.308612
Hak,Panorama Center Ocean View,10.304086
Kameel,HANZ Panorama Grand Residencé,11.631266
Kameel,HANZ Muong Thanh Vien Trieu Condo Hotel,11.411057
Kameel,Panorama Center Ocean View,11.313339
Kameel,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.024023
Kameel,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.880786
Trent,HANZ Panorama Grand Residencé,10.359786
Trent,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.306883
Trent,Panorama Center Ocean View,10.172499
Trent,HANZ Muong Thanh Vien Trieu Condo Hotel,10.1530485
Trent,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.107317
Andrew,Panorama Center Ocean View,11.478565
Andrew,HANZ Panorama Grand Residencé,11.2634325
Andrew,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.1620655
Andrew,HÀO PHÁT HOTEL NHA TRANG,11.072271
Paul,HANZ Panorama Grand Residencé,11.149864
Paul,HANZ Muong Thanh Vien Trieu Condo Hotel,10.946947
Paul,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.511376
Paul,Panorama Center Ocean View,10.4835825
Paul,Condotel Arena's at Bai Dai Beach Nha Trang,10.427665
Brian,HANZ Panorama Grand Residencé,11.818276
Brian,HANZ Muong Thanh Vien Trieu Condo Hotel,11.621448
Brian,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.571697
Brian,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen hotel)",10.549429
Brian,Panorama Center Ocean View,10.547167
Anthony,Panorama Center Ocean View,10.990524
Anthony,HANZ Panorama Grand Residencé,10.855184
Anthony,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.726455
Anthony,HANZ Muong Thanh Vien Trieu Condo Hotel,10.629299
Anthony,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.456326
Tra,HANZ Panorama Grand Residencé,11.936952
Tra,HANZ Muong Thanh Vien Trieu Condo Hotel,11.727006
Tra,Panorama Center Ocean View,10.761304
Tra,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.710045
Tra,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.523798
Tra,InterContinental Residences Nha Trang,10.399145
Tra,Gold Coast Hotel Nha Trang,10.376546
David,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",11.208214
David,Residence Inn Villa Cam Ranh,11.036422
David,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.018811
David,HÀO PHÁT HOTEL NHA TRANG,11.010237
Aaron,HANZ Panorama Grand Residencé,11.396977
Aaron,HANZ Muong Thanh Vien Trieu Condo Hotel,11.203592
Aaron,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.624519
Aaron,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.607146
Aaron,Panorama Center Ocean View,10.435878
Aaron,HÀO PHÁT HOTEL NHA TRANG,10.4341545
Sharon,Panorama Center Ocean View,10.972935
Sharon,Gold Coast Hotel Nha Trang,10.910549
Sharon,HANZ Panorama Grand Residencé,10.897158
Sharon,HANZ Muong Thanh Vien Trieu Condo Hotel,10.665299
Sharon,Angela Cam Ranh( gần sân bay Cam Ranh) (Angela Cam Ranh( near the Airport Cam Ranh)),10.349924
Sharon,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.3059025
Krystina,HANZ Panorama Grand Residencé,10.791442
Krystina,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
Krystina,Panorama Center Ocean View,10.596351
Krystina,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
Krystina,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
Thang,HANZ Panorama Grand Residencé,12.254339
Thang,HANZ Muong Thanh Vien Trieu Condo Hotel,12.037033
Thang,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.647083
Thang,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),11.507314
Thang,Panorama Center Ocean View,11.344747
Narelle,HANZ Panorama Grand Residencé,11.300335
Narelle,HANZ Muong Thanh Vien Trieu Condo Hotel,11.126341
Narelle,Panorama Center Ocean View,10.117066
Narelle,"Biệt thự 240 m² 3 phòng ngủ, 4 phòng tắm riêng ở Biển Bãi Dài (Biệt thự hồ bơi riêng Cam Ranh Mystery Villa & Spa)",9.804974
Narelle,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.597223
Louise,HANZ Panorama Grand Residencé,9.928125
Louise,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),9.877429
Louise,Panorama Center Ocean View,9.748644
Louise,HANZ Muong Thanh Vien Trieu Condo Hotel,9.730005
Louise,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.686179
Hye-jeong,HANZ Panorama Grand Residencé,10.791442
Hye-jeong,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
Hye-jeong,Panorama Center Ocean View,10.596351
Hye-jeong,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
Hye-jeong,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
Cao,Panorama Center Ocean View,13.172311
Cao,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),12.328719
Cao,HANZ Panorama Grand Residencé,12.046838
Cao,HANZ Muong Thanh Vien Trieu Condo Hotel,11.826109
Cao,Panorama Nha Trang By Risco,11.799664
Gabriel,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.624696
Gabriel,HANZ Panorama Grand Residencé,10.584422
Gabriel,HANZ Muong Thanh Vien Trieu Condo Hotel,10.374197
Gabriel,PANAMA Nha Trang Hotel,10.123127
Gabriel,Wise Stay Gold Coast,10.107828
Gabriel,Gold Coast Hotel Nha Trang,10.091228
scott,"Căn hộ 42 m² 1 phòng ngủ, 1 phòng tắm riêng ở Vĩnh Hải (Luxury apartment sea view 28 floor Scenia Bay)",10.641269
scott,HANZ Panorama Grand Residencé,10.507109
scott,HANZ Muong Thanh Vien Trieu Condo Hotel,10.32287
scott,Panorama Center Ocean View,10.294008
scott,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.265142
펀맨,HANZ Panorama Grand Residencé,9.928125
펀맨,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),9.877429
펀맨,Panorama Center Ocean View,9.748644
펀맨,HANZ Muong Thanh Vien Trieu Condo Hotel,9.730005
펀맨,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.686179
Yevhen,HANZ Panorama Grand Residencé,11.589341
Yevhen,HANZ Muong Thanh Vien Trieu Condo Hotel,11.366792
Yevhen,Panorama Center Ocean View,11.014137
Yevhen,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.934198
Yevhen,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.915135
Việt,HANZ Panorama Grand Residencé,11.879499
Việt,HANZ Muong Thanh Vien Trieu Condo Hotel,11.676546
Việt,Gold Coast Hotel Nha Trang,11.388019
Việt,Vinpearl Luxury Nha Trang,10.677943
Việt,Khách sạn Bình An (Binh An Hotel Nha Trang),10.643313
Mohammad,HANZ Panorama Grand Residencé,11.223249
Mohammad,HANZ Muong Thanh Vien Trieu Condo Hotel,11.006155
Mohammad,Panorama Center Ocean View,10.92447
Mohammad,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.86998
Mohammad,HÀO PHÁT HOTEL NHA TRANG,10.864264
Jessie,HANZ Panorama Grand Residencé,12.13263
Jessie,HANZ Muong Thanh Vien Trieu Condo Hotel,11.939462
Jessie,Panorama Center Ocean View,10.675089
Jessie,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.585204
Jessie,HÀO PHÁT HOTEL NHA TRANG,10.4528055
Atul,HANZ Panorama Grand Residencé,9.4964695
Atul,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),9.447976
Atul,Panorama Center Ocean View,9.324789
Atul,HANZ Muong Thanh Vien Trieu Condo Hotel,9.306961
Atul,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.26504
Shawn,HANZ Panorama Grand Residencé,10.562204
Shawn,HANZ Muong Thanh Vien Trieu Condo Hotel,10.358806
Shawn,Panorama Center Ocean View,10.253628
Shawn,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),9.759206
Shawn,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.702587
Lee,HANZ Panorama Grand Residencé,12.674885
Lee,HANZ Muong Thanh Vien Trieu Condo Hotel,12.449883
Lee,Khách sạn & Căn hộ Hà Trang (Ha Trang Voronezh Hotel and Apartment),12.319847
Lee,Panorama Nha Trang By Risco,10.861185
Lee,Gold Coast Hotel Nha Trang,10.702459
Lee,Vinpearl Luxury Nha Trang,10.686349
Lee,Panorama Center Ocean View,10.495186
Lee,Khách sạn Skylight Nha Trang (Skylight Nha Trang Hotel),10.392497
Samuel,HANZ Panorama Grand Residencé,10.359786
Samuel,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.306883
Samuel,Panorama Center Ocean View,10.172499
Samuel,HANZ Muong Thanh Vien Trieu Condo Hotel,10.1530485
Samuel,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.107317
Binh,Panorama Center Ocean View,11.316962
Binh,HANZ Panorama Grand Residencé,11.192575
Binh,HANZ Muong Thanh Vien Trieu Condo Hotel,10.989778
Binh,Gold Coast Hotel Nha Trang,10.935306
Binh,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.871991
Binh,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen hotel)",10.774102
Weeraya,HANZ Panorama Grand Residencé,9.4964695
Weeraya,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),9.447976
Weeraya,Panorama Center Ocean View,9.324789
Weeraya,HANZ Muong Thanh Vien Trieu Condo Hotel,9.306961
Weeraya,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.26504
Nicholas,HANZ Panorama Grand Residencé,11.244088
Nicholas,HANZ Muong Thanh Vien Trieu Condo Hotel,11.058287
Nicholas,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen hotel)",10.035052
Nicholas,Panorama Center Ocean View,9.970018
Nicholas,The Arena Cam Ranh Beach seaside,9.850331
Nicholas,Gran Meliá Nha Trang,9.841778
Nicholas,InterContinental Residences Nha Trang,9.6586275
Selena,HANZ Panorama Grand Residencé,10.791442
Selena,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
Selena,Panorama Center Ocean View,10.596351
Selena,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
Selena,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
Rick,HANZ Panorama Grand Residencé,12.159202
Rick,HANZ Muong Thanh Vien Trieu Condo Hotel,11.934434
Rick,Panorama Center Ocean View,11.538246
Rick,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),11.320933
Rick,HÀO PHÁT HOTEL NHA TRANG,11.199913
Terence,HANZ Panorama Grand Residencé,11.724134
Terence,HANZ Muong Thanh Vien Trieu Condo Hotel,11.544814
Terence,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen hotel)",10.559688
Terence,Panorama Center Ocean View,10.261944
Terence,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",9.959082
Terence,Khách sạn Nagar Nha Trang (Nagar Hotel Nha Trang),9.932314
Terence,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.879457
kim,HANZ Panorama Grand Residencé,11.116816
kim,HÀO PHÁT HOTEL NHA TRANG,11.102561
kim,"Chung cư 70 m² 2 phòng ngủ, 2 phòng tắm riêng ở Vĩnh Phước (snail ocean view apartmen hotel)",10.918093
kim,HANZ Muong Thanh Vien Trieu Condo Hotel,10.906626
MINH,HANZ Panorama Grand Residencé,13.181099
MINH,HANZ Muong Thanh Vien Trieu Condo Hotel,12.996991
MINH,Khách sạn & Căn hộ Hà Trang (Ha Trang Voronezh Hotel and Apartment),10.474482
MINH,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.32664
MINH,Panorama Center Ocean View,10.210322
MINH,Khách sạn Havana  Nha Trang (Havana Nha Trang Hotel),9.91242
MINH,Vinpearl Resort Nha Trang,9.897641
Định,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.361014
Định,Panorama Center Ocean View,10.358468
Định,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.188214
Định,HANZ Panorama Grand Residencé,9.991497
Định,Nhà Rosemary Bãi Dài - Căn hộ hướng biển gần sân bay Cam Ranh (Rosemary Home at Bai Dai Beach Nha Trang - Seaview Condo near Int't Cam Ranh Airport),9.809225
Attila,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),9.265503
Attila,HANZ Panorama Grand Residencé,9.111687
Attila,Panorama Center Ocean View,9.002367
Attila,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),8.969924
Attila,HANZ Muong Thanh Vien Trieu Condo Hotel,8.924727
Rachell,HANZ Panorama Grand Residencé,10.791442
Rachell,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
Rachell,Panorama Center Ocean View,10.596351
Rachell,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
Rachell,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
sonali,HANZ Panorama Grand Residencé,8.633154
sonali,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),8.589069
sonali,Panorama Center Ocean View,8.477081
sonali,HANZ Muong Thanh Vien Trieu Condo Hotel,8.460875
sonali,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),8.422766
Lien,HANZ Panorama Grand Residencé,11.302264
Lien,HANZ Muong Thanh Vien Trieu Condo Hotel,11.1199465
Lien,Rosemary Home @ Bai Dai Beach Nha Trang,10.583421
Lien,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.562538
Lien,Panorama Center Ocean View,10.406773
Lien,Gold Coast Hotel Nha Trang,10.313517
Lien,Căn hộ studio 1100 m² có 1 phòng tắm riêng ở Vĩnh Phước (MCR Apartments Nha Trang),10.212575
Monique,HANZ Panorama Grand Residencé,9.928125
Monique,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),9.877429
Monique,Panorama Center Ocean View,9.748644
Monique,HANZ Muong Thanh Vien Trieu Condo Hotel,9.730005
Monique,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),9.686179
Kimberly,HÀO PHÁT HOTEL NHA TRANG,9.897962
Kimberly,Khách sạn Le Soleil Nha Trang (Le Soleil Hotel Nha Trang),9.897164
Kimberly,Panorama Center Ocean View,9.831079
Kimberly,HANZ Panorama Grand Residencé,9.801747
Kimberly,HANZ Muong Thanh Vien Trieu Condo Hotel,9.623501
nadia,HANZ Panorama Grand Residencé,8.633154
nadia,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),8.589069
nadia,Panorama Center Ocean View,8.477081
nadia,HANZ Muong Thanh Vien Trieu Condo Hotel,8.460875
nadia,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),8.422766
Supatra,HANZ Panorama Grand Residencé,10.791442
Supatra,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
Supatra,Panorama Center Ocean View,10.596351
Supatra,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
Supatra,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
Aman,HANZ Panorama Grand Residencé,10.791442
Aman,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
Aman,Panorama Center Ocean View,10.596351
Aman,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
Aman,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
peter,HANZ Panorama Grand Residencé,11.761727
peter,HANZ Muong Thanh Vien Trieu Condo Hotel,11.570584
peter,"Căn hộ 100 m² 3 phòng ngủ, 2 phòng tắm riêng ở Lộc Thọ (Maple 3 bedroom apartment)",10.557454
peter,Panorama Center Ocean View,10.231342
peter,InterContinental Residences Nha Trang,10.070418
peter,Rosemary Home @ Bai Dai Beach Nha Trang,10.067249
luntarima,HANZ Panorama Grand Residencé,10.791442
luntarima,Chung cư studio 40 m² có 1 phòng tắm riêng ở Vĩnh Hòa (Free Motorbike - 1st Floor Apartment-TV w/ Netflix),10.736338
luntarima,Panorama Center Ocean View,10.596351
luntarima,HANZ Muong Thanh Vien Trieu Condo Hotel,10.576094
luntarima,Biệt Thự Venity Nha Trang (Venity Villa Nha Trang),10.528459
